,word,encodec ec,encodec mel,w2v
733,lesson,"['willing', 'stone', 'band', 'pause', 'violence']","['rules', 'sense', 'rules', 'city', 'gloves']","['masses', 'bun', 'us', 'us', 'us']"
734,consented,"['in', 'in', 'in', 'in', 'in']","['since', 'since', 'since', 'assessed', 'sense']","['pretend', 'pretend', 'sense', 'ascent', 'pretend']"
735,clothed,"['loyally', 'loyal', 'ghoul', 'drove', 'le']","['ghoul', 'flew', 'flew', 'flew', 'cruel']","['loathe', 'flew', 'clothes', 'clothes', 'flew']"
736,roman,"['warm', 'warm', 'warm', 'raw', 'room']","['room', 'room', 'room', 'room', 'room']","['room', 'room', 'room', 'room', 'room']"
737,louder,"['lay', 'lay', 'lay', 'were', 'loyally']","['roll', 'labours', 'rattled', 'air', 'hour']","['loyally', 'horror', 'cover', 'loyal', 'driver']"
738,cowardly,"['emperors', 'jumped', 'glared', 'fun', 'countless']","['enquired', 'wild', 'declared', 'coach', 'e']","['openly', 'rudely', 'crowing', 'brides', 'shouldered']"
739,anyhow,"['had', 'had', 'had', 'had', 'had']","['now', 'now', 'now', 'now', 'now']","['now', 'now', 'now', 'now', 'now']"
740,whistle,"['walls', 'gulp', 'deal', 'law', 'all']","['litter', 'fall', 'all', 'all', 'all']","['level', 'walls', 'walls', 'balls', 'hall']"
741,detective,"['admission', 'to', 'thanked', 'unconsciously', 'to']","['to', 'to', 'to', 'to', 'to']","['existing', 'decorative', 'protecting', 'dint', 'despicable']"
742,unlike,"['only', 'am', 'am', 'am', 'only']","['e', 'lined', 'on', 'winding', 'on']","['lined', 'like', 'like', 'like', 'like']"
743,late,"['led', 'led', 'led', 'led', 'ability']","['laid', 'wait', 'laid', 'laid', 'wait']","['lady', 'lady', 'lady', 'lady', 'lady']"
744,revenge,"['man', 'man', 'man', 'man', 'endeavoring']","['aversion', 'removing', 'murmur', 'venture', 'of']","['earn', 'earn', 'bend', 'revered', 'vengeance']"
745,impulses,"['sole', 'folks', 'woollen', 'awls', 'cynthy']","['sole', 'as', 'as', 'as', 'as']","['awls', 'wilkins', 'bells', 'importance', 'sold']"
746,emerald,"['home', 'home', 'home', 'home', 'home']","['morrel', 'morrel', 'morrel', 'morrel', 'tremble']","['them', 'bun', 'them', 'them', 'them']"
747,ornaments,"['an', 'an', 'an', 'an', 'an']","['norman', 'norman', 'norman', 'more', 'more']","['animals', 'animals', 'murmurs', 'on', 'on']"
748,merry,"['me', 'me', 'me', 'me', 'me']","['me', 'me', 'me', 'me', 'me']","['me', 'mary', 'me', 'me', 'mary']"
749,waking,"['reign', 'reign', 'me', 'me', 'me']","['aching', 'reign', 'lean', 'lean', 'aching']","['me', 'me', 'me', 'me', 'lean']"
750,irresistible,"['musical', 'woollen', 'whom', 'version', 'will']","['is', 'is', 'is', 'is', 'is']","['descendants', 'recesses', 'his', 'his', 'misuse']"
751,furniture,"['her', 'her', 'her', 'her', 'her']","['her', 'her', 'her', 'her', 'her']","['her', 'her', 'harbor', 'her', 'her']"
752,heels,"['leetle', 'rules', 'rules', 'angelo', 'blow']","['heal', 'old', 'he', 'old', 'old']","['balls', 'hell', 'hell', 'hell', 'walls']"
753,troubled,"['valjean', 'valjean', 'valjean', 'jean', 'hovel']","['trouble', 'trouble', 'trouble', 'trouble', 'trouble']","['quaffed', 'troubles', 'laudable', 'trouble', 'trouble']"
754,desolation,"['shells', 'prevailed', 'vision', 'shut', 'leaden']","['organization', 'is', 'is', 'is', 'observation']","['secesh', 'deserted', 'moan', 'recesses', 'solution']"
755,cities,"['see', 'see', 'see', 'see', 'see']","['see', 'see', 'see', 'see', 'see']","['see', 'see', 'see', 'see', 'see']"
756,actually,"['hatched', 'act', 'fact', 'anxious', 'fact']","['act', 'act', 'ask', 'ask', 'ask']","['act', 'act', 'act', 'act', 'fact']"
757,prepare,"['are', 'are', 'are', 'air', 'are']","['air', 'air', 'air', 'pair', 'air']","['pair', 'pair', 'pair', 'repair', 'prepared']"
758,future,"['here', 'here', 'here', 'here', 'here']","['me', 'me', 'me', 'me', 'me']","['features', 'readers', 'creature', 'witch', 'friendships']"
759,rod,"['owner', 'honour', 'morrow', 'morrow', 'all']","['wrong', 'wrong', 'water', 'water', 'draw']","['raw', 'hide', 'hide', 'abroad', 'abroad']"
760,nor,"['warm', 'warm', 'warm', 'more', 'more']","['more', 'more', 'more', 'more', 'more']","['or', 'or', 'or', 'or', 'or']"
761,youngest,"['in', 'in', 'in', 'in', 'in']","['young', 'young', 'young', 'young', 'young']","['young', 'young', 'young', 'young', 'young']"
762,resting,"['weariness', 'worn', 'remains', 'prayed', 'dining']","['rest', 'rest', 'rest', 'rest', 'rest']","['sending', 'earnest', 'leaned', 'leaning', 'laying']"
763,himself,"['on', 'on', 'on', 'a', 'on']","['off', 'off', 'off', 'off', 'off']","['itself', 'itself', 'itself', 'itself', 'itself']"
764,shaken,"['she', 'she', 'him', 'she', 'hay']","['ring', 'salmon', 'ring', 'sailor', 'greeks']","['deity', 'shake', 'pyncheon', 'pyncheon', 'jig']"
765,dismay,"['eh', 'man', 'man', 'man', 'man']","['say', 'say', 'say', 'say', 'say']","['bay', 'bay', 'scenes', 'day', 'sunny']"
766,until,"['and', 'and', 'and', 'and', 'and']","['and', 'and', 'and', 'and', 'and']","['awls', 'hull', 'hall', 'hall', 'cell']"
767,consist,"['citizen', 'faced', 'attain', 'say', 'as']","['sense', 'sense', 'sense', 'citizen', 'as']","['descendants', 'consisted', 'sense', 'tendency', 'sense']"
768,amongst,"['on', 'on', 'on', 'on', 'on']","['on', 'on', 'on', 'on', 'on']","['among', 'among', 'among', 'among', 'among']"
769,moral,"['are', 'are', 'are', 'are', 'are']","['more', 'more', 'more', 'more', 'more']","['all', 'all', 'all', 'all', 'all']"
770,useless,"['view', 'his', 'seize', 'his', 'his']","['used', 'use', 'used', 'use', 'used']","['used', 'use', 'used', 'use', 'used']"
771,ejaculated,"['middle', 'otto', 'wrung', 'loud', 'omitted']","['said', 'said', 'said', 'said', 'said']","['vindicated', 'added', 'added', 'needed', 'needed']"
772,agent,"['negro', 'in', 'in', 'in', 'in']","['ancient', 'ancient', 'ancient', 'ancient', 'ancient']","['age', 'age', 'age', 'age', 'age']"
773,turning,"['name', 'name', 'name', 'name', 'name']","['turn', 'turn', 'turn', 'turn', 'turn']","['turn', 'turn', 'turn', 'turn', 'turn']"
774,leaves,"['you', 'you', 'you', 'you', 'you']","['used', 'used', 'used', 'used', 'used']","['leading', 'these', 'stew', 'leaving', 'leaned']"
775,within,"['knee', 'jane', 'room', 'jem', 'lying']","['twin', 'him', 'him', 'him', 'inn']","['inn', 'inn', 'in', 'in', 'in']"
776,past,"['house', 'house', 'house', 'house', 'house']","['path', 'path', 'path', 'path', 'path']","['path', 'path', 'path', 'path', 'path']"
777,allowed,"['little', 'little', 'little', 'little', 'little']","['out', 'out', 'out', 'out', 'out']","['allow', 'allow', 'allow', 'allow', 'allow']"
778,drops,"['draw', 'draw', 'offer', 'dark', 'guards']","['rocks', 'rocks', 'rocks', 'rocks', 'rocks']","['rocks', 'rocks', 'rocks', 'rocks', 'rocks']"
779,truly,"['arrange', 'would', 'would', 'would', 'would']","['three', 'three', 'three', 'three', 'three']","['true', 'true', 'true', 'true', 'true']"
780,distant,"['as', 'as', 'as', 'as', 'as']","['sense', 'since', 'since', 'since', 'since']","['his', 'his', 'his', 'his', 'his']"
781,multitude,"['views', 'womb', 'new', 'leetle', 'new']","['new', 'new', 'new', 'new', 'new']","['little', 'little', 'little', 'little', 'little']"
782,his,"['he', 'he', 'he', 'he', 'he']","['of', 'of', 'of', 'of', 'of']","['was', 'was', 'was', 'was', 'was']"
783,sticking,"['seemed', 'seemed', 'seem', 'seemed', 'see']","['thinking', 'thinking', 'thinking', 'thinking', 'thinking']","['seeing', 'seeing', 'seeing', 'seeing', 'seeing']"
784,thus,"['loaf', 'also', 'also', 'also', 'imagine']","['this', 'this', 'this', 'this', 'this']","['us', 'us', 'us', 'us', 'us']"
785,readers,"['you', 'you', 'you', 'you', 'you']","['answers', 'answers', 'is', 'is', 'is']","['is', 'is', 'is', 'is', 'is']"
786,resounding,"['line', 'yell', 'line', 'ride', 'level']","['brain', 'rode', 'remaining', 'in', 'in']","['revered', 'rumbling', 'repairing', 'sounding', 'degraded']"
787,promised,"['pressed', 'pressed', 'karl', 'pressed', 'prefer']","['pressed', 'pressed', 'pressed', 'pressed', 'pressed']","['promise', 'promise', 'promise', 'promise', 'promise']"
788,road,"['it', 'of', 'of', 'of', 'of']","['were', 'were', 'were', 'were', 'were']","['owed', 'owed', 'grows', 'strewed', 'rolled']"
789,bleeding,"['leave', 'leave', 'leave', 'reasoning', 'leetle']","['leave', 'leave', 'leave', 'leave', 'leave']","['reasoning', 'v', 'v', 'league', 'leaning']"
790,reading,"['mean', 'mean', 'mean', 'me', 'me']","['leading', 'green', 'green', 'green', 'leading']","['leading', 'leading', 'being', 'being', 'leaving']"
791,sides,"['side', 'side', 'side', 'side', 'side']","['eyes', 'eyes', 'eyes', 'eyes', 'eyes']","['side', 'side', 'side', 'side', 'side']"
792,hath,"['half', 'half', 'half', 'half', 'half']","['have', 'have', 'have', 'have', 'have']","['have', 'have', 'have', 'have', 'have']"
793,while,"['all', 'all', 'all', 'all', 'all']","['wild', 'wild', 'i', 'wild', 'wild']","['wild', 'wild', 'wild', 'wild', 'wild']"
794,continued,"['attain', 'he', 'he', 'in', 'he']","['in', 'in', 'intend', 'end', 'dingy']","['maiden', 'began', 'began', 'began', 'needed']"
795,start,"['sharp', 'sure', 'sharp', 'sharp', 'sharp']","['are', 'are', 'are', 'are', 'are']","['started', 'starting', 'started', 'started', 'started']"
796,rare,"['are', 'are', 'are', 'are', 'are']","['air', 'air', 'air', 'air', 'air']","['very', 'very', 'very', 'very', 'ear']"
797,as,"['should', 'she', 'should', 'should', 'she']","['should', 'should', 'should', 'should', 'should']","['she', 'she', 'she', 'she', 'she']"
798,faithful,"['nobleman', 'brazen', 'oath', 'fault', 'faith']","['faith', 'faith', 'faith', 'faith', 'faith']","['faith', 'faith', 'faith', 'faith', 'faith']"
799,police,"['us', 'us', 'us', 'us', 'us']","['us', 'us', 'us', 'us', 'us']","['us', 'us', 'us', 'us', 'us']"
800,interested,"['lord', 'lord', 'ended', 'eddy', 'ceaselessly']","['ended', 'it', 'it', 'it', 'it']","['entity', 'tendency', 'degraded', 'assiduous', 'merited']"
801,hated,"['he', 'he', 'he', 'he', 'he']","['he', 'he', 'he', 'he', 'he']","['aidan', 'idiom', 'hate', 'contingent', 'handed']"
802,bowed,"['allowed', 'vow', 'i', 'well', 'i']","['out', 'out', 'out', 'out', 'out']","['out', 'out', 'out', 'out', 'out']"
803,irish,"['were', 'were', 'were', 'were', 'are']","['i', 'i', 'i', 'i', 'iron']","['iron', 'iron', 'higher', 'earn', 'ireful']"
804,stung,"['insult', 'sets', 'steadily', 'stunned', 'say']","['see', 'see', 'see', 'see', 'see']","['sticks', 'scum', 'sticking', 'stuck', 'stick']"
805,straight,"['chair', 'chair', 'chair', 'chair', 'gait']","['gait', 'grave', 'grave', 'grave', 'grave']","['street', 'street', 'street', 'street', 'street']"
806,awaken,"['load', 'narrow', 'removing', 'whom', 'impeded']","['were', 'were', 'were', 'were', 'were']","['away', 'away', 'away', 'away', 'away']"
807,neither,"['meaning', 'you', 'you', 'year', 'the']","['narrow', 'meaning', 'the', 'the', 'the']","['either', 'either', 'either', 'either', 'either']"
808,where,"['we', 'we', 'we', 'we', 'we']","['when', 'when', 'we', 'when', 'when']","['were', 'were', 'were', 'were', 'were']"
809,ineffable,"['blooming', 'immortal', 'immortal', 'newly', 'philadelphus']","['little', 'little', 'little', 'little', 'little']","['little', 'little', 'little', 'little', 'little']"
810,observe,"['of', 'of', 'of', 'of', 'of']","['of', 'of', 'of', 'of', 'of']","['serve', 'served', 'serve', 'serve', 'serve']"
811,gloria,"['mule', 'are', 'oh', 'mule', 'curiously']","['are', 'are', 'your', 'are', 'are']","['afore', 'soyer', 'lord', 'moraine', 'wore']"
812,contains,"['intend', 'indian', 'attain', 'mincing', 'his']","['can', 'can', 'can', 'can', 'can']","['attained', 'gains', 'contained', 'contain', 'contingent']"
813,lugubrious,"['you', 'you', 'you', 'you', 'you']","['room', 'room', 'grew', 'room', 'room']","['rudely', 'league', 'glued', 'lose', 'lose']"
814,partly,"['all', 'all', 'all', 'all', 'all']","['rely', 'merrily', 'plato', 'prop', 'loosely']","['part', 'part', 'part', 'part', 'part']"
815,showing,"['she', 'she', 'she', 'she', 'she']","['show', 'show', 'show', 'show', 'show']","['show', 'show', 'show', 'show', 'show']"
816,vessels,"['as', 'as', 'as', 'as', 'as']","['as', 'as', 'as', 'as', 'as']","['senses', 'awls', 'vases', 'bells', 'vessel']"
817,driving,"['air', 'arrive', 'violin', 'brains', 'arrived']","['dry', 'dry', 'dry', 'arrive', 'rising']","['drive', 'drawing', 'drive', 'drive', 'drive']"
818,formed,"['warm', 'warm', 'warm', 'warm', 'warm']","['forms', 'forms', 'forms', 'warm', 'form']","['form', 'form', 'form', 'form', 'form']"
819,obvious,"['nowadays', 'known', 'known', 'variations', 'on']","['on', 'honours', 'on', 'on', 'on']","['drainage', 'foetus', 'evident', 'odd', 'evident']"
820,freely,"['free', 'free', 'free', 'free', 'free']","['free', 'free', 'free', 'free', 'free']","['free', 'free', 'free', 'free', 'free']"
821,interval,"['wall', 'wall', 'hull', 'all', 'raining']","['river', 'river', 'river', 'river', 'mortal']","['pole', 'pole', 'evils', 'fuel', 'little']"
822,beyond,"['on', 'name', 'on', 'name', 'on']","['on', 'on', 'on', 'on', 'on']","['on', 'on', 'on', 'on', 'on']"
823,different,"['stretched', 're', 'from', 'from', 'from']","['indifferent', 'from', 'from', 'from', 'for']","['it', 'it', 'it', 'it', 'it']"
824,swing,"['rumbling', 'seeming', 'renewing', 'seemed', 'seemed']","['see', 'see', 'see', 'see', 'see']","['swim', 'swoops', 'silk', 'misuse', 'civil']"
825,everyday,"['very', 'very', 'very', 'very', 'very']","['very', 'very', 'very', 'very', 'very']","['every', 'every', 'every', 'every', 'every']"
826,drink,"['green', 'green', 'green', 'green', 'green']","['ring', 'ring', 'ring', 'green', 'greeks']","['drinking', 'drank', 'drinking', 'drank', 'drank']"
827,idle,"['row', 'eye', 'iota', 'umbrella', 'eye']","['eye', 'eye', 'eye', 'eye', 'eye']","['hide', 'hide', 'all', 'all', 'all']"
828,beaten,"['you', 'you', 'you', 'you', 'you']","['leading', 'phoebe', 'written', 'meet', 'written']","['beat', 'beat', 'beat', 'beat', 'beat']"
829,blush,"['last', 'last', 'last', 'last', 'model']","['last', 'last', 'last', 'last', 'last']","['flesh', 'flesh', 'flesh', 'flesh', 'flesh']"
830,sleepy,"['lean', 'see', 'sea', 'see', 'lee']","['sea', 'sea', 'sea', 'sea', 'sea']","['sea', 'sea', 'sea', 'sea', 'leash']"
831,princess,"['turn', 'softness', 'promised', 'pierced', 'eh']","['pressed', 'pressed', 'pressed', 'pressed', 'first']","['ancestors', 'selfish', 'procession', 'ascent', 'descend']"
832,arose,"['were', 'were', 'are', 'arrange', 'were']","['rose', 'rose', 'rose', 'rose', 'rose']","['rose', 'rose', 'rose', 'rose', 'rose']"
833,hopping,"['lean', 'how', 'lean', 'how', 'how']","['hot', 'hot', 'hot', 'hot', 'hot']","['popped', 'huh', 'hide', 'huh', 'hide']"
834,in,"['an', 'an', 'an', 'an', 'an']","['and', 'and', 'and', 'and', 'and']","['an', 'an', 'an', 'an', 'an']"
835,the,"['he', 'he', 'he', 'he', 'he']","['he', 'he', 'he', 'he', 'he']","['an', 'an', 'an', 'an', 'an']"
836,station,"['she', 'she', 'she', 'she', 'she']","['ancient', 'changed', 'ancient', 'ancient', 'sensation']","['sage', 'sage', 'stage', 'sage', 'stage']"
837,fair,"['are', 'are', 'are', 'are', 'are']","['fire', 'fire', 'fire', 'fire', 'fire']","['fire', 'fire', 'fire', 'hair', 'hair']"
838,may,"['lamb', 'lamb', 'me', 'name', 'name']","['me', 'me', 'me', 'me', 'me']","['day', 'day', 'day', 'day', 'day']"
839,mouths,"['us', 'us', 'us', 'us', 'us']","['us', 'us', 'us', 'us', 'us']","['house', 'house', 'house', 'house', 'house']"
840,black,"['vine', 'loss', 'loyal', 'whirled', 'about']","['loss', 'last', 'last', 'last', 'last']","['back', 'back', 'back', 'back', 'back']"
841,members,"['theirs', 'theirs', 'herd', 'river', 'river']","['river', 'river', 'river', 'river', 'theirs']","['masses', 'deserve', 'africa', 'powers', 'numbers']"
842,implies,"['iona', 'reign', 'iona', 'reign', 'bel']","['eyes', 'eyes', 'eyes', 'eyes', 'eyes']","['eyes', 'eyes', 'eyes', 'eyes', 'eyes']"
843,lines,"['on', 'line', 'line', 'on', 'on']","['eyes', 'eyes', 'eyes', 'eyes', 'eyes']","['line', 'line', 'line', 'line', 'line']"
844,swords,"['rules', 'rules', 'us', 'us', 'us']","['rules', 'rules', 'rules', 'answers', 'shoulders']","['soul', 'soul', 'soul', 'soul', 'soul']"
845,silence,"['science', 'i', 'i', 'i', 'talent']","['science', 'sense', 'sense', 'sense', 'sense']","['senses', 'satisfy', 'satisfy', 'silent', 'suns']"
846,grateful,"['shouldered', 'ireful', 'resolutely', 'swallowed', 'sterling']","['great', 'great', 'great', 'great', 'great']","['vengeful', 'full', 'tireless', 'rolled', 'hold']"
847,welcomed,"['blazed', 'all', 'all', 'mule', 'rubbed']","['will', 'will', 'will', 'will', 'will']","['well', 'well', 'well', 'hulking', 'well']"
848,due,"['you', 'you', 'you', 'you', 'you']","['do', 'two', 'do', 'do', 'do']","['do', 'do', 'do', 'do', 'do']"
849,em,"['him', 'him', 'him', 'him', 'him']","['him', 'him', 'him', 'him', 'him']","['him', 'him', 'him', 'him', 'him']"
850,orthodox,"['oriental', 'are', 'are', 'are', 'were']","['are', 'are', 'are', 'are', 'are']","['selfish', 'loaf', 'birket', 'drachm', 'poodle']"
851,preparing,"['are', 'are', 'are', 'warning', 'are']","['pair', 'pair', 'hair', 'hair', 'hair']","['earn', 'earn', 'her', 'her', 'her']"
852,vague,"['day', 'day', 'day', 'day', 'day']","['day', 'day', 'day', 'day', 'day']","['raved', 'day', 'day', 'day', 'day']"
853,produce,"['dried', 'fried', 'jug', 'oil', 'roll']","['prized', 'udder', 'power', 'used', 'rice']","['sutter', 'rows', 'progress', 'progress', 'ancestors']"
854,done,"['an', 'an', 'an', 'an', 'an']","['on', 'on', 'on', 'in', 'on']","['beloved', 'on', 'on', 'on', 'on']"
855,united,"['union', 'eye', 'eye', 'reign', 'eye']","['union', 'eye', 'eye', 'eye', 'reign']","['union', 'union', 'union', 'invited', 'aidan']"
856,watching,"['wall', 'raw', 'wall', 'hull', 'foreign']","['water', 'water', 'water', 'water', 'water']","['matting', 'alley', 'wound', 'mom', 'donkey']"
857,a,"['it', 'it', 'it', 'it', 'it']","['little', 'little', 'little', 'little', 'little']","['him', 'him', 'him', 'him', 'him']"
858,whom,"['who', 'who', 'who', 'who', 'who']","['who', 'who', 'who', 'who', 'who']","['who', 'who', 'who', 'who', 'who']"
859,us,"['a', 'a', 'a', 'a', 'a']","['as', 'as', 'as', 'as', 'as']","['a', 'a', 'a', 'a', 'a']"
860,claws,"['all', 'all', 'law', 'all', 'law']","['law', 'law', 'law', 'law', 'cause']","['law', 'law', 'law', 'law', 'law']"
861,walking,"['raw', 'on', 'on', 'on', 'all']","['long', 'long', 'long', 'long', 'long']","['along', 'among', 'along', 'bean', 'bean']"
862,blind,"['lines', 'line', 'eye', 'grown', 'eye']","['line', 'line', 'line', 'line', 'mine']","['gong', 'line', 'long', 'gong', 'line']"
863,remedy,"['una', 'rid', 'rumbling', 'laurel', 'mere']","['remembered', 'remembered', 'remembered', 'remembered', 'remember']","['removing', 'remember', 'idiom', 'vindicated', 'in']"
864,haste,"['he', 'he', 'he', 'he', 'he']","['he', 'he', 'he', 'he', 'he']","['hate', 'hastened', 'hasty', 'hate', 'hasty']"
865,flies,"['i', 'i', 'falling', 'i', 'i']","['vow', 'eyes', 'eyes', 'eyes', 'eyes']","['fly', 'flying', 'all', 'lies', 'all']"
866,borne,"['worn', 'wooden', 'meaning', 'wore', 'leaned']","['more', 'more', 'more', 'more', 'more']","['warm', 'warm', 'warm', 'warm', 'warm']"
867,covering,"['raw', 'tar', 'behold', 'coal', 'coal']","['cream', 'cream', 'ring', 'ring', 'fuel']","['career', 'river', 'river', 'lover', 'quarrel']"
868,crumbs,"['stirring', 'dried', 'rumbling', 'grim', 'mushrooms']","['groans', 'roamed', 'homes', 'cookery', 'rumbling']","['cousins', 'crimes', 'hunter', 'drachm', 'commentaries']"
869,lit,"['led', 'led', 'bled', 'led', 'led']","['live', 'led', 'live', 'live', 'live']","['led', 'led', 'led', 'led', 'led']"
870,firmly,"['level', 'for', 'yell', 'rider', 'grown']","['for', 'for', 'for', 'for', 'for']","['form', 'form', 'for', 'for', 'former']"
871,given,"['need', 'need', 'vine', 'need', 'dome']","['give', 'give', 'give', 'give', 'give']","['give', 'give', 'give', 'give', 'give']"
872,saddle,"['la', 'fellow', 'all', 'lie', 'nettle']","['out', 'out', 'out', 'out', 'out']","['foul', 'battle', 'battle', 'sat', 'battle']"
873,devil,"['all', 'all', 'all', 'all', 'all']","['all', 'all', 'all', 'all', 'all']","['level', 'hell', 'oil', 'hell', 'hell']"
874,christ,"['us', 'us', 'us', 'us', 'us']","['greeks', 'us', 'us', 'us', 'us']","['predecessor', 'slice', 'her', 'fresh', 'fresh']"
875,steps,"['twisted', 'twisted', 'seeks', 'seeks', 'such']","['such', 'such', 'such', 'such', 'such']","['sense', 'sense', 'such', 'sits', 'such']"
876,imperfect,"['her', 'her', 'her', 'her', 'her']","['perfect', 'from', 'perfect', 'perfect', 'from']","['perfect', 'perfect', 'perfect', 'perfect', 'perfect']"
877,regularly,"['drearily', 'other', 'other', 'wrung', 'other']","['railway', 'drearily', 'weekly', 'early', 'early']","['daily', 'worthy', 'worthy', 'lighter', 'revered']"
878,literally,"['only', 'only', 'are', 'religion', 'raw']","['little', 'little', 'little', 'little', 'little']","['little', 'little', 'little', 'little', 'little']"
879,recognize,"['laying', 'render', 'my', 'analogous', 'my']","['rising', 'rising', 'right', 'right', 'wry']","['recognizes', 'recognized', 'reduce', 'recognized', 'regard']"
880,roads,"['roll', 'road', 'loaves', 'loaves', 'older']","['rose', 'row', 'road', 'rose', 'row']","['road', 'road', 'road', 'road', 'road']"
881,understanding,"['in', 'in', 'in', 'in', 'in']","['a', 'a', 'a', 'a', 'a']","['understand', 'understand', 'understand', 'understand', 'understand']"
882,quiet,"['raw', 'all', 'all', 'all', 'dog']","['quite', 'quite', 'quite', 'quite', 'quite']","['quite', 'quite', 'quite', 'quite', 'quite']"
883,bled,"['liked', 'goes', 'led', 'del', 'laid']","['brazen', 'liked', 'rout', 'deadly', 'alarm']","['blood', 'blood', 'blood', 'blood', 'blood']"
884,obscure,"['error', 'error', 'her', 'singer', 'singer']","['here', 'here', 'singer', 'singer', 'here']","['her', 'her', 'her', 'her', 'her']"
885,veins,"['mien', 'hay', 'them', 'them', 'wines']","['mien', 'reigns', 'aim', 'reign', 'wines']","['reigns', 'vain', 'rein', 'profane', 'vain']"
886,mark,"['wrong', 'more', 'more', 'more', 'more']","['murmur', 'our', 'our', 'our', 'our']","['murmur', 'arch', 'arch', 'wrong', 'rhyme']"
887,thanking,"['he', 'he', 'he', 'he', 'he']","['thinking', 'thinking', 'thinking', 'thinking', 'thinking']","['thinking', 'thinking', 'think', 'think', 'thinking']"
888,surprise,"['lads', 'cowboy', 'fasten', 'cowboy', 'eh']","['is', 'is', 'is', 'is', 'is']","['surprised', 'surprised', 'start', 'size', 'surprised']"
889,determine,"['in', 'many', 'render', 'in', 'in']","['turn', 'turn', 'turn', 'render', 'turned']","['in', 'in', 'in', 'in', 'in']"
890,reverie,"['river', 'river', 'river', 'river', 'river']","['river', 'river', 'river', 'river', 'river']","['river', 'river', 'river', 'river', 'reviewer']"
891,lands,"['line', 'line', 'yell', 'narrow', 'won']","['layer', 'layer', 'layer', 'railway', 'layer']","['lamb', 'in', 'in', 'lamp', 'awls']"
892,pain,"['reign', 'me', 'me', 'me', 'me']","['reign', 'reign', 'aim', 'lean', 'lean']","['reign', 'reign', 'reign', 'lean', 'lean']"
893,lend,"['loop', 'end', 'end', 'cowboy', 'eh']","['little', 'little', 'little', 'little', 'little']","['lids', 'loop', 'led', 'led', 'led']"
894,distinguishing,"['single', 'single', 'printed', 'specious', 'missing']","['missing', 'specious', 'single', 'printed', 'deceivers']","['misuse', 'distinguish', 'deceivers', 'specious', 'inconsistent']"
895,tear,"['hair', 'hair', 'hair', 'hair', 'hair']","['hair', 'hair', 'hair', 'hair', 'hair']","['tore', 'chef', 'ere', 'showered', 'hair']"
896,began,"['day', 'day', 'day', 'hand', 'hand']","['hand', 'hand', 'hand', 'hand', 'hand']","['man', 'man', 'man', 'man', 'man']"
897,expected,"['a', 'a', 'a', 'a', 'a']","['its', 'its', 'its', 'its', 'its']","['expect', 'consisted', 'expect', 'expect', 'the']"
898,simple,"['womb', 'only', 'only', 'only', 'only']","['see', 'see', 'see', 'symbols', 'see']","['souls', 'all', 'full', 'all', 'all']"
899,broken,"['allowed', 'openly', 'hold', 'oil', 'cost']","['up', 'up', 'up', 'up', 'up']","['fervor', 'feather', 'poorer', 'rocking', 'break']"
900,its,"['the', 'the', 'the', 'his', 'the']","['to', 'to', 'to', 'to', 'to']","['the', 'his', 'his', 'the', 'his']"
901,solemn,"['long', 'long', 'all', 'all', 'long']","['all', 'all', 'all', 'all', 'all']","['all', 'all', 'all', 'all', 'all']"
902,invisible,"['a', 'a', 'a', 'a', 'a']","['visible', 'in', 'in', 'in', 'in']","['little', 'little', 'little', 'little', 'little']"
903,divine,"['man', 'raw', 'man', 'men', 'mens']","['line', 'line', 'eye', 'line', 'eye']","['line', 'line', 'divide', 'line', 'divide']"
904,strain,"['she', 'she', 'she', 'she', 'she']","['stream', 'stream', 'stream', 'stream', 'rain']","['stream', 'stream', 'streams', 'stream', 'strange']"
905,rain,"['reign', 'reign', 'reign', 'brain', 'rein']","['reign', 'reign', 'reign', 'rein', 'drain']","['reign', 'reign', 'reign', 'ring', 'ring']"
906,try,"['i', 'i', 'i', 'i', 'i']","['tried', 'tried', 'trying', 'trying', 'tried']","['trying', 'trying', 'tried', 'tried', 'tried']"
907,feminine,"['in', 'in', 'in', 'in', 'in']","['in', 'in', 'in', 'in', 'in']","['in', 'in', 'in', 'in', 'in']"
908,platform,"['mortar', 'harmony', 'wrong', 'brow', 'calming']","['room', 'room', 'room', 'room', 'room']","['farm', 'farm', 'farm', 'former', 'former']"
909,federal,"['were', 'were', 'were', 'were', 'were']","['ride', 'i', 'i', 'i', 'rear']","['little', 'little', 'little', 'royal', 'little']"
910,neck,"['men', 'ann', 'ann', 'men', 'ann']","['new', 'new', 'new', 'new', 'new']","['net', 'in', 'in', 'in', 'in']"
911,expedition,"['she', 'should', 'she', 'she', 'she']","['in', 'in', 'in', 'in', 'in']","['descendants', 'submission', 'misuse', 'tendency', 'intention']"
912,win,"['one', 'worn', 'were', 'were', 'were']","['were', 'were', 'were', 'were', 'were']","['womb', 'went', 'went', 'went', 'went']"
913,stands,"['sense', 'same', 'sense', 'see', 'see']","['see', 'see', 'see', 'see', 'see']","['suns', 'assign', 'simmonds', 'assign', 'disdain']"
914,windows,"['noon', 'angry', 'new', 'in', 'knew']","['new', 'new', 'new', 'new', 'tunes']","['in', 'window', 'window', 'window', 'in']"
915,inform,"['morton', 'morton', 'am', 'morton', 'morton']","['from', 'from', 'from', 'from', 'more']","['remind', 'conclude', 'remember', 'the', 'remember']"
